DOCULECT	CHAR	PHONEME
Isen	c64_1	TONE_1
Ishigaki	c64_1	i
Ishikawa	c64_1	i
Itoman	c64_1	i
Izena	c64_1	i
Kagoshima	c64_1	e
Kametsu	c64_1	TONE_1
Keraji	c64_1	i
Koniya	c64_1	ZERO
Kudaka	c64_1	i
Kuji-Oohama	c64_1	_AT__SL__LG_
Kuroshima	c64_1	i
Kushi	c64_1	ZERO
Kyoto	c64_1	e
Matsubara	c64_1	ZERO
Mugiya	c64_1	i
Nago	c64_1	i_LG_
Naze	c64_1	TONE_1
Ohama	c64_1	i
Ongachi	c64_1	TONE_1
Ou	c64_1	i
Oura	c64_1	i
Ritchou	c64_1	i
Sakimotobu	c64_1	i
San	c64_1	TONE_1
Sani	c64_1	TONE_1
Sena	c64_1	i
Serikaku	c64_1	i
Shiomichi	c64_1	ZERO
Shitooke	c64_1	ZERO
Shuri	c64_1	i
Sonai	c64_1	i
Taketomi	c64_1	i
Tarama	c64_1	i
Tatsugo	c64_1	TONE_1
Uechi	c64_1	i
Uegusuku	c64_1	i
Wadomari	c64_1	i
Yadon	c64_1	TONE_1
Yonaguni	c64_1	i
Yoro	c64_1	ZERO
Yuwan	c64_1	TONE_1
Chabana	c65_2	i
Hateruma	c65_2	TONE_1
Hentona	c65_2	i
Hirara	c65_2	TONE_1
Ie	c65_2	i
Iheya	c65_2	i
Ikema	c65_2	TONE_1
Isen	c65_2	i
Ishigaki	c65_2	TONE_1
Ishikawa	c65_2	i
Itoman	c65_2	i
Izena	c65_2	i_LG_
Kagoshima	c65_2	i
Kametsu	c65_2	TONE_1
Keraji	c65_2	i
Koniya	c65_2	ZERO
Kudaka	c65_2	i
Kuji-Oohama	c65_2	ZERO
Kuroshima	c65_2	i
Kushi	c65_2	i
Kyoto	c65_2	i
Matsubara	c65_2	i
Mugiya	c65_2	i
Nago	c65_2	i
Naze	c65_2	i
Ohama	c65_2	u
Ongachi	c65_2	i
Ou	c65_2	i
Oura	c65_2	TONE_1
Ritchou	c65_2	i
Sakimotobu	c65_2	i
San	c65_2	TONE_1
Sani	c65_2	i
Sena	c65_2	i_LG_
Serikaku	c65_2	i_LG_
Shiomichi	c65_2	i
Shitooke	c65_2	i
Shuri	c65_2	i
Sonai	c65_2	i
Taketomi	c65_2	i
Tarama	c65_2	TONE_1
Tatsugo	c65_2	i
Uechi	c65_2	TONE_1
Uegusuku	c65_2	i_LG_
Wadomari	c65_2	i
Wan	c65_2	i
Yadon	c65_2	ZERO
Yonaguni	c65_2	i
Yoro	c65_2	ZERO
Yuwan	c65_2	i
Chabana	c66_1	t
Hateruma	c66_1	t
Hentona	c66_1	t
Hirara	c66_1	t
Ie	c66_1	t
Iheya	c66_1	t
Ikema	c66_1	t
Isen	c66_1	t
Ishigaki	c66_1	t
Ishikawa	c66_1	t
Itoman	c66_1	t
Izena	c66_1	t
Kagoshima	c66_1	ts
Kametsu	c66_1	t
Keraji	c66_1	t
Koniya	c66_1	t
Kudaka	c66_1	t
Kuji-Oohama	c66_1	t
Kuroshima	c66_1	t
Kushi	c66_1	t
Kyoto	c66_1	t
Matsubara	c66_1	t
Mugiya	c66_1	t
Nago	c66_1	t
Naze	c66_1	t
Ohama	c66_1	t
Ongachi	c66_1	t
Ou	c66_1	t
Oura	c66_1	t
Ritchou	c66_1	t
Sakimotobu	c66_1	t
San	c66_1	t
Sani	c66_1	t
Sena	c66_1	t
Serikaku	c66_1	t
Shiomichi	c66_1	t
Shitooke	c66_1	t
Shuri	c66_1	t
Sonai	c66_1	t
Taketomi	c66_1	t
Tarama	c66_1	t
Tatsugo	c66_1	t
Uechi	c66_1	t
Wadomari	c66_1	t
Wan	c66_1	t
Yadon	c66_1	t
Yonaguni	c66_1	t
Yoro	c66_1	t
Yuwan	c66_1	t
Chabana	c67_1	j
Hateruma	c67_1	ZERO
Hentona	c67_1	ZERO
Hirara	c67_1	ZERO
Ie	c67_1	ZERO
Iheya	c67_1	t
Ikema	c67_1	ZERO
Isen	c67_1	ZERO
Ishigaki	c67_1	ZERO
Ishikawa	c67_1	ZERO
Itoman	c67_1	ZERO
Izena	c67_1	ZERO
Kagoshima	c67_1	ZERO
Kametsu	c67_1	ZERO
Keraji	c67_1	ZERO
Koniya	c67_1	ZERO
Kudaka	c67_1	ZERO
Kuji-Oohama	c67_1	ZERO
Kuroshima	c67_1	ZERO
Kushi	c67_1	ZERO
Kyoto	c67_1	ZERO
Matsubara	c67_1	ZERO
Mugiya	c67_1	j
Nago	c67_1	ZERO
Naze	c67_1	ZERO
Ohama	c67_1	ZERO
Ongachi	c67_1	ZERO
Ou	c67_1	ZERO
Oura	c67_1	ZERO
Ritchou	c67_1	j
Sakimotobu	c67_1	ZERO
San	c67_1	ZERO
Sani	c67_1	ZERO
Sena	c67_1	ZERO
Serikaku	c67_1	ZERO
Shiomichi	c67_1	ZERO
Shitooke	c67_1	ZERO
Shuri	c67_1	ZERO
Sonai	c67_1	ZERO
Taketomi	c67_1	ZERO
Tarama	c67_1	ZERO
Tatsugo	c67_1	ZERO
Uechi	c67_1	ZERO
Wadomari	c67_1	ZERO
Wan	c67_1	ZERO
Yadon	c67_1	ZERO
Yonaguni	c67_1	ZERO
Yoro	c67_1	ZERO
Yuwan	c67_1	ZERO
Chabana	c68_1	ZERO
Hateruma	c68_1	i
Hentona	c68_1	i
Hirara	c68_1	i
Ie	c68_1	i
Iheya	c68_1	i
Ikema	c68_1	i
Isen	c68_1	e
Ishigaki	c68_1	i
Ishikawa	c68_1	i
Itoman	c68_1	i
Izena	c68_1	i
Kagoshima	c68_1	u
Kametsu	c68_1	TONE_1
Keraji	c68_1	i
Koniya	c68_1	TONE_1
Kudaka	c68_1	i
Kuji-Oohama	c68_1	e
Kuroshima	c68_1	i
Kushi	c68_1	TONE_1
Kyoto	c68_1	e
Matsubara	c68_1	TONE_1
Mugiya	c68_1	ZERO
Nago	c68_1	i
Naze	c68_1	TONE_1
Ohama	c68_1	i
Ongachi	c68_1	TONE_1
Ou	c68_1	i
Oura	c68_1	i
Ritchou	c68_1	ZERO
Sakimotobu	c68_1	i
San	c68_1	TONE_1
Sani	c68_1	TONE_1
Sena	c68_1	i
Serikaku	c68_1	i
Shiomichi	c68_1	i
Shitooke	c68_1	i
Shuri	c68_1	i
Sonai	c68_1	i
Taketomi	c68_1	i
Tarama	c68_1	i
Tatsugo	c68_1	_AT__SL_
Uechi	c68_1	i
Wadomari	c68_1	i
Wan	c68_1	i
Yadon	c68_1	TONE_1
Yonaguni	c68_1	i
Yoro	c68_1	TONE_1
Yuwan	c68_1	TONE_1
Chabana	c69_1	dZ
Hateruma	c69_1	dz
Hentona	c69_1	dZ
Hirara	c69_1	dz
Ie	c69_1	dZ
Iheya	c69_1	dZ
Ikema	c69_1	dz
Isen	c69_1	dZ
Ishigaki	c69_1	dz
Ishikawa	c69_1	dZ
Itoman	c69_1	dZ
Izena	c69_1	dZ
Kagoshima	c69_1	dZ
Kametsu	c69_1	dz
Koniya	c69_1	dZ
Kudaka	c69_1	dZ
Kuji-Oohama	c69_1	dZ
Kuroshima	c69_1	dZ
Kushi	c69_1	dZ
Kyoto	c69_1	dZ
Matsubara	c69_1	dZ
Nago	c69_1	dZ
Naze	c69_1	dZ
Ohama	c69_1	dz
Ongachi	c69_1	dZ
Ou	c69_1	dZ
Oura	c69_1	dz
Sakimotobu	c69_1	dZ
San	c69_1	dZ
Sani	c69_1	dZ
Serikaku	c69_1	dZ
Shitooke	c69_1	dZ
Shuri	c69_1	dZ
Sonai	c69_1	dZ
Taketomi	c69_1	dZ
Tarama	c69_1	dz
Tatsugo	c69_1	dZ
Uechi	c69_1	dz
Yadon	c69_1	dZ
Yonaguni	c69_1	d
Yoro	c69_1	dZ
Yuwan	c69_1	dZ
Chabana	c6_4	ZERO
Hateruma	c6_4	N_SL_
Hentona	c6_4	ZERO
Hirara	c6_4	ZERO
Ie	c6_4	ZERO
Iheya	c6_4	ZERO
Ikema	c6_4	ZERO
Isen	c6_4	ZERO
Ishigaki	c6_4	ZERO
Ishikawa	c6_4	ZERO
Itoman	c6_4	ZERO
Izena	c6_4	ZERO
Kagoshima	c6_4	ZERO
Kametsu	c6_4	ZERO
Keraji	c6_4	ZERO
Koniya	c6_4	ZERO
Kudaka	c6_4	ZERO
Kuji-Oohama	c6_4	ZERO
Kuroshima	c6_4	ZERO
Kushi	c6_4	ZERO
Kyoto	c6_4	ZERO
Matsubara	c6_4	ZERO
Mugiya	c6_4	ZERO
Nago	c6_4	ZERO
Naze	c6_4	ZERO
Ohama	c6_4	ZERO
Ongachi	c6_4	ZERO
Ou	c6_4	ZERO
Oura	c6_4	ZERO
Ritchou	c6_4	ZERO
Sakimotobu	c6_4	ZERO
San	c6_4	ZERO
Sani	c6_4	ZERO
Sena	c6_4	ZERO
Serikaku	c6_4	ZERO
Shiomichi	c6_4	ZERO
Shitooke	c6_4	ZERO
Shuri	c6_4	ZERO
Sonai	c6_4	ZERO
Taketomi	c6_4	ZERO
Tarama	c6_4	ZERO
Tatsugo	c6_4	ZERO
Uechi	c6_4	ZERO
Uegusuku	c6_4	ZERO
Wadomari	c6_4	ZERO
Wan	c6_4	ZERO
Yadon	c6_4	ZERO
Yonaguni	c6_4	ZERO
Yoro	c6_4	ZERO
Yuwan	c6_4	ZERO
Chabana	c70_1	i_LG_
Hateruma	c70_1	TONE_1_LG_
Hentona	c70_1	i_LG_
Hirara	c70_1	TONE_1_LG_
Ie	c70_1	i_LG_
Iheya	c70_1	i_LG_
Ikema	c70_1	TONE_1_LG_
Isen	c70_1	i_LG_
Ishigaki	c70_1	TONE_1_LG_
Ishikawa	c70_1	i_LG_
Itoman	c70_1	i_LG_
Izena	c70_1	i_LG_
Kagoshima	c70_1	i
Kametsu	c70_1	TONE_1_LG_
Koniya	c70_1	i_LG_
Kudaka	c70_1	i_LG_
Kuji-Oohama	c70_1	i_LG_
Kuroshima	c70_1	i_LG_
Kushi	c70_1	i_LG_
Kyoto	c70_1	i_LG_
Matsubara	c70_1	i_LG_
Nago	c70_1	i_LG_
Naze	c70_1	i
Ohama	c70_1	TONE_1_LG_
Ongachi	c70_1	i_LG_
Ou	c70_1	i_LG_
Oura	c70_1	TONE_1_LG_
Sakimotobu	c70_1	i_LG_
San	c70_1	i_LG_
Sani	c70_1	i_LG_
Serikaku	c70_1	i_LG_
Shitooke	c70_1	i_LG_
Shuri	c70_1	i_LG_
Sonai	c70_1	i_LG_
Taketomi	c70_1	i_LG_
Tarama	c70_1	TONE_1_LG_
Tatsugo	c70_1	i_LG_
Uechi	c70_1	TONE_1_LG_
Yadon	c70_1	i_LG_
Yonaguni	c70_1	i_LG_
Yoro	c70_1	i_LG_
Yuwan	c70_1	i_LG_
Hateruma	c71_1	s
Hentona	c71_1	k_GS_
Hirara	c71_1	k
Ie	c71_1	tS_GS_
Iheya	c71_1	tS_GS_
Ikema	c71_1	ts
Isen	c71_1	k_GS_
Ishigaki	c71_1	k
Ishikawa	c71_1	tS
Itoman	c71_1	k
Izena	c71_1	tS_GS_
Kametsu	c71_1	k
Keraji	c71_1	tS_GS_
Koniya	c71_1	k_GS_
Kudaka	c71_1	k
Kuji-Oohama	c71_1	k_GS_
Kuroshima	c71_1	k
Kushi	c71_1	k_GS_
Matsubara	c71_1	k_GS_
Nago	c71_1	k
Naze	c71_1	k_GS_
Ohama	c71_1	k
Ongachi	c71_1	k_GS_
Ou	c71_1	tS
Oura	c71_1	k
Sakimotobu	c71_1	k
San	c71_1	k
Sani	c71_1	k_GS_
Shiomichi	c71_1	tS_GS_
Shitooke	c71_1	k_GS_
Shuri	c71_1	tS
Sonai	c71_1	k
Taketomi	c71_1	S
Tarama	c71_1	k
Tatsugo	c71_1	k_GS_
Uechi	c71_1	k
Wan	c71_1	tS_GS_
Yadon	c71_1	k_GS_
Yoro	c71_1	k_GS_
Yuwan	c71_1	k_GS_
Hateruma	c72_1	TONE_1
Hentona	c72_1	i
Hirara	c72_1	TONE_1
Ie	c72_1	i
Iheya	c72_1	i
Ikema	c72_1	TONE_1
Isen	c72_1	i
Ishigaki	c72_1	TONE_1
Ishikawa	c72_1	i
Itoman	c72_1	i
Izena	c72_1	i
Kametsu	c72_1	i
Keraji	c72_1	i
Koniya	c72_1	i
Kudaka	c72_1	i
Kuji-Oohama	c72_1	i
Kuroshima	c72_1	i
Kushi	c72_1	i
Matsubara	c72_1	i
Nago	c72_1	i
Naze	c72_1	i
Ohama	c72_1	i
Ongachi	c72_1	i
Ou	c72_1	i
Oura	c72_1	TONE_1
Sakimotobu	c72_1	i
San	c72_1	i
Sani	c72_1	i
Shiomichi	c72_1	i
Shitooke	c72_1	i
Shuri	c72_1	i
Sonai	c72_1	i
Taketomi	c72_1	i
Tarama	c72_1	TONE_1
Tatsugo	c72_1	i
Uechi	c72_1	TONE_1
Wan	c72_1	i
Yadon	c72_1	i
Yoro	c72_1	i
Yuwan	c72_1	i
Hateruma	c73_1	n
Hentona	c73_1	N_SL_
Hirara	c73_1	N_SL_
Ie	c73_1	n
Iheya	c73_1	N_SL_
Ikema	c73_1	N_SL_
Isen	c73_1	N_SL_
Ishigaki	c73_1	N_SL_
Ishikawa	c73_1	N_SL_
Itoman	c73_1	N_SL_
Izena	c73_1	N_SL_
Kametsu	c73_1	N_SL_
Keraji	c73_1	N_SL_
Koniya	c73_1	N_SL_
Kudaka	c73_1	N_SL_
Kuji-Oohama	c73_1	N_SL_
Kuroshima	c73_1	N_SL_
Kushi	c73_1	N_SL_
Matsubara	c73_1	N_SL_
Nago	c73_1	n
Naze	c73_1	N_SL_
Ohama	c73_1	N_SL_
Ongachi	c73_1	N_SL_
Ou	c73_1	N_SL_
Oura	c73_1	N_SL_
Sakimotobu	c73_1	N_SL_
San	c73_1	N_SL_
Sani	c73_1	N_SL_
Shiomichi	c73_1	N_SL_
Shitooke	c73_1	N_SL_
Shuri	c73_1	N_SL_
Sonai	c73_1	n
Taketomi	c73_1	N_SL_
Tarama	c73_1	N_SL_
Tatsugo	c73_1	N_SL_
Uechi	c73_1	N_SL_
Wan	c73_1	N_SL_
Yadon	c73_1	N_SL_
Yoro	c73_1	N_SL_
Yuwan	c73_1	N_SL_
Hateruma	c74_1	u
Hentona	c74_1	ZERO
Hirara	c74_1	ZERO
Ie	c74_1	u_LG_
Iheya	c74_1	ZERO
Ikema	c74_1	ZERO
Isen	c74_1	ZERO
Ishigaki	c74_1	ZERO
Ishikawa	c74_1	ZERO
Itoman	c74_1	ZERO
Izena	c74_1	ZERO
Kametsu	c74_1	ZERO
Keraji	c74_1	ZERO
Koniya	c74_1	ZERO
Kudaka	c74_1	ZERO
Kuji-Oohama	c74_1	ZERO
Kuroshima	c74_1	ZERO
Kushi	c74_1	ZERO
Matsubara	c74_1	ZERO
Nago	c74_1	u_LG_
Naze	c74_1	ZERO
Ohama	c74_1	ZERO
Ongachi	c74_1	ZERO
Ou	c74_1	ZERO
Oura	c74_1	ZERO
Sakimotobu	c74_1	ZERO
San	c74_1	ZERO
Sani	c74_1	ZERO
Shiomichi	c74_1	ZERO
Shitooke	c74_1	ZERO
Shuri	c74_1	ZERO
Sonai	c74_1	u
Taketomi	c74_1	ZERO
Tarama	c74_1	ZERO
Tatsugo	c74_1	ZERO
Uechi	c74_1	ZERO
Wan	c74_1	ZERO
Yadon	c74_1	ZERO
Yoro	c74_1	ZERO
Yuwan	c74_1	ZERO
Chabana	c75_1	u
Hateruma	c75_1	u
Hentona	c75_1	u
Hirara	c75_1	u
Ie	c75_1	u
Iheya	c75_1	u
Ikema	c75_1	u
Isen	c75_1	u
Ishigaki	c75_1	u
Ishikawa	c75_1	u
Itoman	c75_1	u
Izena	c75_1	u
Kametsu	c75_1	u
Keraji	c75_1	u
Koniya	c75_1	u
Kudaka	c75_1	u
Kuji-Oohama	c75_1	u
Kuroshima	c75_1	u_LG_
Kushi	c75_1	u
Kyoto	c75_1	u
Matsubara	c75_1	u
Mugiya	c75_1	u
Nago	c75_1	u
Naze	c75_1	o
Ohama	c75_1	u
Ongachi	c75_1	o
Ou	c75_1	u
Oura	c75_1	u
Ritchou	c75_1	u
Sakimotobu	c75_1	u
Sani	c75_1	o
Sena	c75_1	u
Serikaku	c75_1	u
Shiomichi	c75_1	u
Shitooke	c75_1	u
Shuri	c75_1	u
Sonai	c75_1	u
Taketomi	c75_1	u
Tarama	c75_1	u
Tatsugo	c75_1	o
Uechi	c75_1	u
Uegusuku	c75_1	u
Wadomari	c75_1	u
Wan	c75_1	u
Yadon	c75_1	u
Yonaguni	c75_1	u
Yoro	c75_1	u
Yuwan	c75_1	u
Chabana	c76_1	n
Hateruma	c76_1	n
Hentona	c76_1	n
Hirara	c76_1	n
Ie	c76_1	n
Iheya	c76_1	n
Ikema	c76_1	n
Isen	c76_1	n
Ishigaki	c76_1	n
Ishikawa	c76_1	n
Itoman	c76_1	N_SL_
Izena	c76_1	n
Kametsu	c76_1	n
Keraji	c76_1	n
Koniya	c76_1	n
Kudaka	c76_1	n
Kuji-Oohama	c76_1	n
Kuroshima	c76_1	n
Kushi	c76_1	N_SL_
Kyoto	c76_1	n
Matsubara	c76_1	n
Mugiya	c76_1	n
Nago	c76_1	n
Naze	c76_1	n
Ohama	c76_1	n
Ongachi	c76_1	n
Ou	c76_1	n
Oura	c76_1	n
Ritchou	c76_1	n
Sakimotobu	c76_1	n
Sani	c76_1	n
Sena	c76_1	n
Serikaku	c76_1	n
Shiomichi	c76_1	n
Shitooke	c76_1	n
Shuri	c76_1	n
Sonai	c76_1	n
Taketomi	c76_1	n
Tarama	c76_1	n
Tatsugo	c76_1	n
Uechi	c76_1	n
Uegusuku	c76_1	n
Wadomari	c76_1	n
Wan	c76_1	n
Yadon	c76_1	N_SL_
Yonaguni	c76_1	n
Yoro	c76_1	n
Yuwan	c76_1	n
Chabana	c77_1	u
Hateruma	c77_1	u
Hentona	c77_1	u
Hirara	c77_1	u
Ie	c77_1	u
Iheya	c77_1	u
Ikema	c77_1	u
Isen	c77_1	u
Ishigaki	c77_1	u
Ishikawa	c77_1	u
Itoman	c77_1	ZERO
Izena	c77_1	u_LG_
Kametsu	c77_1	o
Keraji	c77_1	u
Koniya	c77_1	o
Kudaka	c77_1	u
Kuji-Oohama	c77_1	o
Kuroshima	c77_1	u
Kushi	c77_1	ZERO
Kyoto	c77_1	o
Matsubara	c77_1	o
Mugiya	c77_1	u
Nago	c77_1	u
Naze	c77_1	o
Ohama	c77_1	u
Ongachi	c77_1	o
Ou	c77_1	u
Oura	c77_1	u
Ritchou	c77_1	u
Sakimotobu	c77_1	u
Sani	c77_1	o
Sena	c77_1	u_LG_
Serikaku	c77_1	u_LG_
Shiomichi	c77_1	u
Shitooke	c77_1	u
Shuri	c77_1	u
Sonai	c77_1	u
Taketomi	c77_1	u
Tarama	c77_1	u
Tatsugo	c77_1	o
Uechi	c77_1	u
Uegusuku	c77_1	u
Wadomari	c77_1	u
Wan	c77_1	u
Yadon	c77_1	ZERO
Yonaguni	c77_1	u
Yoro	c77_1	o
Yuwan	c77_1	u
Chabana	c78_3	i
Hateruma	c78_3	i
Hentona	c78_3	i
Hirara	c78_3	i
Ie	c78_3	i
Iheya	c78_3	i
Ikema	c78_3	i
Isen	c78_3	i
Ishigaki	c78_3	i
Ishikawa	c78_3	i
Itoman	c78_3	i
Izena	c78_3	i
Kagoshima	c78_3	i
Kametsu	c78_3	i
Keraji	c78_3	i
Koniya	c78_3	i
Kudaka	c78_3	i
Kuji-Oohama	c78_3	i
Kuroshima	c78_3	i
Kushi	c78_3	i
Kyoto	c78_3	i
Matsubara	c78_3	i
Mugiya	c78_3	i
Nago	c78_3	i
Naze	c78_3	i
Ohama	c78_3	i
Ongachi	c78_3	i
Ou	c78_3	i
Oura	c78_3	i
