DOCULECT	CHAR	PHONEME
Ritchou	c228_1	h
Sakimotobu	c228_1	h
San	c228_1	ZERO
Sani	c228_1	h
Sena	c228_1	h
Serikaku	c228_1	h
Shiomichi	c228_1	w
Shitooke	c228_1	w
Shuri	c228_1	ZERO
Sonai	c228_1	ZERO
Taketomi	c228_1	ZERO
Tarama	c228_1	ZERO
Tatsugo	c228_1	ZERO
Uechi	c228_1	ZERO
Uegusuku	c228_1	h
Wadomari	c228_1	h
Wan	c228_1	ZERO
Yadon	c228_1	ZERO
Yonaguni	c228_1	ZERO
Yoro	c228_1	ZERO
Yuwan	c228_1	ZERO
Chabana	c229_1	o_LG_
Hateruma	c229_1	a_LG_
Hentona	c229_1	a_LG_
Hirara	c229_1	a_LG_
Ie	c229_1	a_LG_
Iheya	c229_1	a_LG_
Ikema	c229_1	a_LG_
Isen	c229_1	o_LG_
Ishigaki	c229_1	a_LG_
Ishikawa	c229_1	a_LG_
Itoman	c229_1	a_LG_
Izena	c229_1	a_LG_
Kagoshima	c229_1	a
Kametsu	c229_1	o_LG_
Keraji	c229_1	a
Koniya	c229_1	o_LG_
Kudaka	c229_1	a_LG_
Kuji-Oohama	c229_1	o_LG_
Kuroshima	c229_1	a_LG_
Kushi	c229_1	o_LG_
Kyoto	c229_1	a
Matsubara	c229_1	o_LG_
Mugiya	c229_1	o_LG_
Nago	c229_1	a_LG_
Naze	c229_1	o
Ohama	c229_1	a_LG_
Ongachi	c229_1	o_LG_
Ou	c229_1	a_LG_
Oura	c229_1	a_LG_
Ritchou	c229_1	o_LG_
Sakimotobu	c229_1	a_LG_
San	c229_1	o_LG_
Sani	c229_1	o_LG_
Sena	c229_1	o_LG_
Serikaku	c229_1	o_LG_
Shiomichi	c229_1	a
Shitooke	c229_1	a
Shuri	c229_1	a_LG_
Sonai	c229_1	a_LG_
Taketomi	c229_1	a_LG_
Tarama	c229_1	a_LG_
Tatsugo	c229_1	o_LG_
Uechi	c229_1	a_LG_
Uegusuku	c229_1	o_LG_
Wadomari	c229_1	o_LG_
Wan	c229_1	a_LG_
Yadon	c229_1	o_LG_
Yonaguni	c229_1	a_LG_
Yoro	c229_1	u_LG_
Yuwan	c229_1	o_LG_
Chabana	c22_1	ZERO
Hateruma	c22_1	ZERO
Hentona	c22_1	k
Hirara	c22_1	ZERO
Ie	c22_1	k
Iheya	c22_1	ZERO
Ikema	c22_1	ZERO
Isen	c22_1	k
Ishigaki	c22_1	ZERO
Ishikawa	c22_1	k
Itoman	c22_1	ZERO
Izena	c22_1	k
Kagoshima	c22_1	ZERO
Kametsu	c22_1	k
Keraji	c22_1	k
Koniya	c22_1	r
Kudaka	c22_1	k
Kuji-Oohama	c22_1	ZERO
Kuroshima	c22_1	ZERO
Kushi	c22_1	ZERO
Kyoto	c22_1	ZERO
Matsubara	c22_1	ZERO
Mugiya	c22_1	ZERO
Nago	c22_1	k
Naze	c22_1	ZERO
Ohama	c22_1	ZERO
Ongachi	c22_1	ZERO
Ou	c22_1	ZERO
Oura	c22_1	ZERO
Ritchou	c22_1	ZERO
Sakimotobu	c22_1	ZERO
San	c22_1	k
Sani	c22_1	ZERO
Sena	c22_1	ZERO
Serikaku	c22_1	ZERO
Shiomichi	c22_1	k
Shitooke	c22_1	k
Shuri	c22_1	ZERO
Sonai	c22_1	ZERO
Taketomi	c22_1	ZERO
Tarama	c22_1	ZERO
Tatsugo	c22_1	ZERO
Uechi	c22_1	ZERO
Uegusuku	c22_1	ZERO
Wadomari	c22_1	ZERO
Wan	c22_1	k
Yadon	c22_1	k
Yonaguni	c22_1	ZERO
Yoro	c22_1	ZERO
Yuwan	c22_1	ZERO
Chabana	c230_1	S
Hateruma	c230_1	k
Hentona	c230_1	C
Hirara	c230_1	k
Ie	c230_1	k
Iheya	c230_1	k
Ikema	c230_1	k
Isen	c230_1	k
Ishigaki	c230_1	k
Ishikawa	c230_1	k
Itoman	c230_1	k
Izena	c230_1	k
Kagoshima	c230_1	k
Kametsu	c230_1	k
Keraji	c230_1	C
Koniya	c230_1	k
Kudaka	c230_1	k_GS_
Kuji-Oohama	c230_1	k
Kuroshima	c230_1	k
Kushi	c230_1	k
Kyoto	c230_1	k
Matsubara	c230_1	k
Mugiya	c230_1	S
Nago	c230_1	h
Naze	c230_1	k
Ohama	c230_1	k
Ongachi	c230_1	k
Ou	c230_1	k
Oura	c230_1	k
Ritchou	c230_1	C
Sakimotobu	c230_1	k
San	c230_1	k
Sani	c230_1	x
Sena	c230_1	C
Serikaku	c230_1	C
Shiomichi	c230_1	C
Shitooke	c230_1	C
Shuri	c230_1	k
Sonai	c230_1	k
Taketomi	c230_1	k
Tarama	c230_1	k
Tatsugo	c230_1	k
Uechi	c230_1	k
Uegusuku	c230_1	C
Wadomari	c230_1	C
Wan	c230_1	C
Yadon	c230_1	k
Yonaguni	c230_1	k
Yoro	c230_1	k
Yuwan	c230_1	k
Chabana	c231_1	ZERO
Hateruma	c231_1	ZERO
Hentona	c231_1	ZERO
Hirara	c231_1	ZERO
Ie	c231_1	ZERO
Iheya	c231_1	ZERO
Ikema	c231_1	j
Isen	c231_1	ZERO
Ishigaki	c231_1	ZERO
Ishikawa	c231_1	ZERO
Itoman	c231_1	ZERO
Izena	c231_1	ZERO
Kagoshima	c231_1	ZERO
Kametsu	c231_1	ZERO
Keraji	c231_1	ZERO
Koniya	c231_1	ZERO
Kudaka	c231_1	ZERO
Kuji-Oohama	c231_1	ZERO
Kuroshima	c231_1	ZERO
Kushi	c231_1	ZERO
Kyoto	c231_1	ZERO
Matsubara	c231_1	ZERO
Mugiya	c231_1	ZERO
Nago	c231_1	ZERO
Naze	c231_1	ZERO
Ohama	c231_1	ZERO
Ongachi	c231_1	ZERO
Ou	c231_1	ZERO
Oura	c231_1	ZERO
Ritchou	c231_1	ZERO
Sakimotobu	c231_1	ZERO
San	c231_1	ZERO
Sani	c231_1	ZERO
Sena	c231_1	ZERO
Serikaku	c231_1	ZERO
Shiomichi	c231_1	ZERO
Shitooke	c231_1	ZERO
Shuri	c231_1	ZERO
Sonai	c231_1	ZERO
Taketomi	c231_1	j
Tarama	c231_1	ZERO
Tatsugo	c231_1	ZERO
Uechi	c231_1	ZERO
Uegusuku	c231_1	ZERO
Wadomari	c231_1	ZERO
Wan	c231_1	ZERO
Yadon	c231_1	ZERO
Yonaguni	c231_1	ZERO
Yoro	c231_1	ZERO
Yuwan	c231_1	ZERO
Chabana	c232_1	i
Hateruma	c232_1	i
Hentona	c232_1	i
Hirara	c232_1	i
Ie	c232_1	i
Iheya	c232_1	i
Ikema	c232_1	u_LG_
Isen	c232_1	TONE_1
Ishigaki	c232_1	i
Ishikawa	c232_1	i
Itoman	c232_1	i
Izena	c232_1	i
Kagoshima	c232_1	e
Kametsu	c232_1	TONE_1
Keraji	c232_1	i
Koniya	c232_1	TONE_1
Kudaka	c232_1	i
Kuji-Oohama	c232_1	TONE_1
Kuroshima	c232_1	i
Kushi	c232_1	TONE_1
Kyoto	c232_1	e
Matsubara	c232_1	TONE_1
Mugiya	c232_1	i
Nago	c232_1	a
Naze	c232_1	TONE_1
Ohama	c232_1	i
Ongachi	c232_1	TONE_1
Ou	c232_1	i
Oura	c232_1	i
Ritchou	c232_1	i
Sakimotobu	c232_1	i
San	c232_1	TONE_1
Sani	c232_1	TONE_1
Sena	c232_1	i
Serikaku	c232_1	i
Shiomichi	c232_1	i
Shitooke	c232_1	TONE_1
Shuri	c232_1	i
Sonai	c232_1	i
Taketomi	c232_1	u_LG_
Tarama	c232_1	i
Tatsugo	c232_1	TONE_1
Uechi	c232_1	i
Uegusuku	c232_1	i
Wadomari	c232_1	i
Wan	c232_1	i
Yadon	c232_1	TONE_1
Yonaguni	c232_1	i
Yoro	c232_1	TONE_1
Yuwan	c232_1	TONE_1
Chabana	c233_1	m
Hateruma	c233_1	ZERO
Hentona	c233_1	ZERO
Hirara	c233_1	ZERO
Ie	c233_1	ZERO
Iheya	c233_1	ZERO
Ikema	c233_1	ZERO
Isen	c233_1	ZERO
Ishigaki	c233_1	ZERO
Ishikawa	c233_1	ZERO
Itoman	c233_1	ZERO
Izena	c233_1	ZERO
Kagoshima	c233_1	ZERO
Kametsu	c233_1	ZERO
Keraji	c233_1	ZERO
Koniya	c233_1	ZERO
Kudaka	c233_1	ZERO
Kuji-Oohama	c233_1	ZERO
Kuroshima	c233_1	ZERO
Kushi	c233_1	ZERO
Kyoto	c233_1	ZERO
Matsubara	c233_1	ZERO
Mugiya	c233_1	ZERO
Nago	c233_1	ZERO
Naze	c233_1	ZERO
Ohama	c233_1	ZERO
Ongachi	c233_1	ZERO
Ou	c233_1	ZERO
Oura	c233_1	ZERO
Ritchou	c233_1	ZERO
Sakimotobu	c233_1	ZERO
San	c233_1	ZERO
Sani	c233_1	ZERO
Sena	c233_1	ZERO
Serikaku	c233_1	ZERO
Shiomichi	c233_1	ZERO
Shitooke	c233_1	ZERO
Shuri	c233_1	ZERO
Sonai	c233_1	ZERO
Taketomi	c233_1	ZERO
Tarama	c233_1	ZERO
Tatsugo	c233_1	ZERO
Uechi	c233_1	ZERO
Uegusuku	c233_1	ZERO
Wadomari	c233_1	ZERO
Wan	c233_1	ZERO
Yadon	c233_1	ZERO
Yonaguni	c233_1	ZERO
Yoro	c233_1	ZERO
Yuwan	c233_1	ZERO
Chabana	c234_1	b
Hateruma	c234_1	p
Hentona	c234_1	b
Hirara	c234_1	v
Ie	c234_1	b
Iheya	c234_1	b
Ikema	c234_1	ZERO
Isen	c234_1	b
Ishigaki	c234_1	b
Ishikawa	c234_1	b
Itoman	c234_1	b
Izena	c234_1	w
Kagoshima	c234_1	m
Kametsu	c234_1	b
Keraji	c234_1	b
Koniya	c234_1	b
Kudaka	c234_1	b
Kuji-Oohama	c234_1	b
Kuroshima	c234_1	b
Kushi	c234_1	b
Kyoto	c234_1	m
Matsubara	c234_1	b
Mugiya	c234_1	b
Nago	c234_1	ZERO
Naze	c234_1	b
Ohama	c234_1	b
Ongachi	c234_1	b
Ou	c234_1	b
Oura	c234_1	f
Ritchou	c234_1	b
Sakimotobu	c234_1	b
San	c234_1	b
Sani	c234_1	b
Sena	c234_1	b
Serikaku	c234_1	b
Shiomichi	c234_1	b
Shitooke	c234_1	b
Shuri	c234_1	b
Sonai	c234_1	b
Taketomi	c234_1	ZERO
Tarama	c234_1	f
Tatsugo	c234_1	b
Uechi	c234_1	f
Uegusuku	c234_1	b
Wadomari	c234_1	b
Wan	c234_1	b
Yadon	c234_1	b
Yonaguni	c234_1	b
Yoro	c234_1	b
Yuwan	c234_1	b
Chabana	c235_1	u
Hateruma	c235_1	u
Hentona	c235_1	u
Hirara	c235_1	ZERO
Ie	c235_1	u
Iheya	c235_1	u
Ikema	c235_1	ZERO
Isen	c235_1	u
Ishigaki	c235_1	u
Ishikawa	c235_1	u
Itoman	c235_1	u
Izena	c235_1	u
Kagoshima	c235_1	u
Kametsu	c235_1	u
Keraji	c235_1	u
Koniya	c235_1	u
Kudaka	c235_1	u
Kuji-Oohama	c235_1	u
Kuroshima	c235_1	u
Kushi	c235_1	u
Kyoto	c235_1	u
Matsubara	c235_1	u
Mugiya	c235_1	u
Nago	c235_1	o_LG_
Naze	c235_1	u
Ohama	c235_1	u
Ongachi	c235_1	u
Ou	c235_1	u
Oura	c235_1	ZERO
Ritchou	c235_1	u
Sakimotobu	c235_1	u
San	c235_1	u
Sani	c235_1	u
Sena	c235_1	u
Serikaku	c235_1	u
Shiomichi	c235_1	u
Shitooke	c235_1	u
Shuri	c235_1	u
Sonai	c235_1	u
Taketomi	c235_1	ZERO
Tarama	c235_1	u
Tatsugo	c235_1	u
Uechi	c235_1	ZERO
Uegusuku	c235_1	u
Wadomari	c235_1	u
Wan	c235_1	u
Yadon	c235_1	u
Yonaguni	c235_1	u
Yoro	c235_1	u
Yuwan	c235_1	u
Chabana	c236_1	S
Hateruma	c236_1	s
Hentona	c236_1	S
Hirara	c236_1	s
Ie	c236_1	S
Iheya	c236_1	ZERO
Ikema	c236_1	s
Isen	c236_1	S
Ishigaki	c236_1	s
Ishikawa	c236_1	S
Itoman	c236_1	S
Izena	c236_1	S
Kagoshima	c236_1	ZERO
Kametsu	c236_1	s
Keraji	c236_1	S
Koniya	c236_1	S
Kudaka	c236_1	S
Kuji-Oohama	c236_1	S
Kuroshima	c236_1	S
Kushi	c236_1	S
Kyoto	c236_1	r
Matsubara	c236_1	S
Mugiya	c236_1	S
Nago	c236_1	S
Naze	c236_1	S
Ohama	c236_1	ZERO
Ongachi	c236_1	S
Ou	c236_1	S
Oura	c236_1	f
Ritchou	c236_1	S
Sakimotobu	c236_1	ZERO
San	c236_1	s
Sani	c236_1	S
Sena	c236_1	S
Serikaku	c236_1	S
Shiomichi	c236_1	S
Shitooke	c236_1	S
Shuri	c236_1	S
Sonai	c236_1	S
Taketomi	c236_1	S
Tarama	c236_1	s
Tatsugo	c236_1	S
Uechi	c236_1	f
Uegusuku	c236_1	S
Wadomari	c236_1	S
Wan	c236_1	S
Yadon	c236_1	S
Yonaguni	c236_1	tS
Yoro	c236_1	S
Yuwan	c236_1	S
Chabana	c237_1	i
Hateruma	c237_1	TONE_1
Hentona	c237_1	i
Hirara	c237_1	TONE_1
Ie	c237_1	i
Iheya	c237_1	i
Ikema	c237_1	TONE_1
Isen	c237_1	i
Ishigaki	c237_1	TONE_1
Ishikawa	c237_1	i
Itoman	c237_1	i
Izena	c237_1	i
Kagoshima	c237_1	i
Kametsu	c237_1	TONE_1
Keraji	c237_1	i
Koniya	c237_1	ZERO
Kudaka	c237_1	a
Kuji-Oohama	c237_1	ZERO
Kuroshima	c237_1	i
Kushi	c237_1	i
Kyoto	c237_1	i
Matsubara	c237_1	i
Mugiya	c237_1	i
Nago	c237_1	i
Naze	c237_1	i
Ohama	c237_1	ZERO
Ongachi	c237_1	i
Ou	c237_1	i
Oura	c237_1	u
Ritchou	c237_1	i
Sakimotobu	c237_1	i
San	c237_1	TONE_1
Sani	c237_1	i
Sena	c237_1	i
Serikaku	c237_1	i
Shiomichi	c237_1	i
Shitooke	c237_1	i
Shuri	c237_1	i
Sonai	c237_1	i
Taketomi	c237_1	i
Tarama	c237_1	TONE_1
Tatsugo	c237_1	i
Uechi	c237_1	u
Uegusuku	c237_1	i
Wadomari	c237_1	i
Wan	c237_1	i
Yadon	c237_1	i
Yonaguni	c237_1	i
Yoro	c237_1	ZERO
Yuwan	c237_1	i
Chabana	c238_1	S
Hateruma	c238_1	s
Hentona	c238_1	S
Hirara	c238_1	s
Ie	c238_1	s
Iheya	c238_1	S
Ikema	c238_1	s
Isen	c238_1	s
Ishigaki	c238_1	s
Ishikawa	c238_1	S
Itoman	c238_1	S
Izena	c238_1	S
Kagoshima	c238_1	s
Kametsu	c238_1	s
Keraji	c238_1	s
Koniya	c238_1	s
Kudaka	c238_1	K
Kuji-Oohama	c238_1	s
Kuroshima	c238_1	S
Kushi	c238_1	s
Kyoto	c238_1	s
Matsubara	c238_1	S
Mugiya	c238_1	S
Nago	c238_1	S
Naze	c238_1	s
Ohama	c238_1	s
Ongachi	c238_1	s
Ou	c238_1	S
Ritchou	c238_1	S
Sakimotobu	c238_1	S
San	c238_1	s
Sani	c238_1	s
Sena	c238_1	S
Serikaku	c238_1	S
Shiomichi	c238_1	s
Shitooke	c238_1	s
Shuri	c238_1	S
Sonai	c238_1	S
Taketomi	c238_1	s
Tatsugo	c238_1	s
Uechi	c238_1	s
Uegusuku	c238_1	S
Wadomari	c238_1	S
Wan	c238_1	s
Yadon	c238_1	s
Yonaguni	c238_1	tS_GS_
Yoro	c238_1	s
Yuwan	c238_1	s
Chabana	c239_1	i
Hateruma	c239_1	TONE_1
Hentona	c239_1	i
Hirara	c239_1	TONE_1
Ie	c239_1	i
Iheya	c239_1	i_LG_
Ikema	c239_1	TONE_1_LG_
Isen	c239_1	I
Ishigaki	c239_1	TONE_1
Ishikawa	c239_1	i_LG_
Itoman	c239_1	i
Izena	c239_1	i_LG_
Kagoshima	c239_1	u
Kametsu	c239_1	TONE_1
Keraji	c239_1	u
Koniya	c239_1	TONE_1
Kudaka	c239_1	i
Kuji-Oohama	c239_1	TONE_1
Kuroshima	c239_1	i_LG_
Kushi	c239_1	TONE_1_LG_
Kyoto	c239_1	u
Matsubara	c239_1	i_LG_
Mugiya	c239_1	i
Nago	c239_1	i_LG_
Naze	c239_1	TONE_1
Ohama	c239_1	u
Ongachi	c239_1	TONE_1
Ou	c239_1	i_LG_
Ritchou	c239_1	i
Sakimotobu	c239_1	i_LG_
San	c239_1	TONE_1
Sani	c239_1	TONE_1
Sena	c239_1	i
Serikaku	c239_1	i
Shiomichi	c239_1	u
Shitooke	c239_1	u
Shuri	c239_1	i_LG_
Sonai	c239_1	i
Taketomi	c239_1	u
Tatsugo	c239_1	TONE_1
Uechi	c239_1	TONE_1_LG_
Uegusuku	c239_1	i
Wadomari	c239_1	i
Wan	c239_1	u
Yadon	c239_1	TONE_1
Yonaguni	c239_1	i
Yoro	c239_1	u
Yuwan	c239_1	TONE_1
Chabana	c23_1	u
Hateruma	c23_1	u
Hentona	c23_1	u
Hirara	c23_1	u
Ie	c23_1	u
Iheya	c23_1	u
Ikema	c23_1	u
Isen	c23_1	u
Ishigaki	c23_1	u
Ishikawa	c23_1	u
Itoman	c23_1	u
Izena	c23_1	u
Kagoshima	c23_1	u
Kametsu	c23_1	u
Keraji	c23_1	u
Koniya	c23_1	o
Kudaka	c23_1	u
Kuji-Oohama	c23_1	u
Kuroshima	c23_1	u
Kushi	c23_1	u
Kyoto	c23_1	u
Matsubara	c23_1	u
Mugiya	c23_1	u
Nago	c23_1	u
Naze	c23_1	u
Ohama	c23_1	u
Ongachi	c23_1	o
Ou	c23_1	u
Oura	c23_1	u
Ritchou	c23_1	u
Sakimotobu	c23_1	u
San	c23_1	o
Sani	c23_1	u
Sena	c23_1	u
Serikaku	c23_1	u
Shiomichi	c23_1	u
Shitooke	c23_1	u
Shuri	c23_1	u
Sonai	c23_1	u
Taketomi	c23_1	u
Tarama	c23_1	u
Tatsugo	c23_1	o
Uechi	c23_1	u
Uegusuku	c23_1	u
Wadomari	c23_1	u
Wan	c23_1	u
Yadon	c23_1	u
Yonaguni	c23_1	u
Yoro	c23_1	u
Yuwan	c23_1	u
Chabana	c240_1	S
Hateruma	c240_1	s
Hentona	c240_1	S
Hirara	c240_1	s
Ie	c240_1	s
Iheya	c240_1	S
Ikema	c240_1	s
Isen	c240_1	s
Ishigaki	c240_1	s
Ishikawa	c240_1	S
Itoman	c240_1	S
Izena	c240_1	S
Kagoshima	c240_1	s
Kametsu	c240_1	s
Keraji	c240_1	s
Koniya	c240_1	s
Kudaka	c240_1	K
Kuji-Oohama	c240_1	s
Kuroshima	c240_1	S
Kushi	c240_1	s
Kyoto	c240_1	s
Matsubara	c240_1	S
Mugiya	c240_1	S
Nago	c240_1	ZERO
Naze	c240_1	s
Ohama	c240_1	s
Ongachi	c240_1	s
Ou	c240_1	S
Ritchou	c240_1	S
Sakimotobu	c240_1	S
San	c240_1	s
Sani	c240_1	s
Sena	c240_1	S
Serikaku	c240_1	S
Shiomichi	c240_1	s
Shitooke	c240_1	s
Shuri	c240_1	S
Sonai	c240_1	S
Taketomi	c240_1	s
Tatsugo	c240_1	s
Uechi	c240_1	s
Uegusuku	c240_1	S
Wadomari	c240_1	S
Wan	c240_1	s
Yadon	c240_1	s
Yonaguni	c240_1	tS
Yoro	c240_1	s
Yuwan	c240_1	s
Chabana	c241_1	i
Hateruma	c241_1	TONE_1
Hentona	c241_1	i
Hirara	c241_1	TONE_1
Ie	c241_1	i
Iheya	c241_1	i
Ikema	c241_1	TONE_1
Isen	c241_1	I
Ishigaki	c241_1	TONE_1
Ishikawa	c241_1	i
Itoman	c241_1	i
Izena	c241_1	i
Kagoshima	c241_1	u
Kametsu	c241_1	TONE_1
Keraji	c241_1	u
Koniya	c241_1	TONE_1
Kudaka	c241_1	i
Kuji-Oohama	c241_1	TONE_1_LG_
Kuroshima	c241_1	i_LG_
Kushi	c241_1	TONE_1
Kyoto	c241_1	u
Matsubara	c241_1	i
Mugiya	c241_1	i
Nago	c241_1	ZERO
Naze	c241_1	TONE_1
Ohama	c241_1	u
Ongachi	c241_1	TONE_1
Ou	c241_1	i
Ritchou	c241_1	i
Sakimotobu	c241_1	i
San	c241_1	TONE_1
Sani	c241_1	TONE_1
Sena	c241_1	i
Serikaku	c241_1	i
Shiomichi	c241_1	u
Shitooke	c241_1	u
Shuri	c241_1	i
Sonai	c241_1	i
Taketomi	c241_1	u
Tatsugo	c241_1	TONE_1
Uechi	c241_1	TONE_1
Uegusuku	c241_1	i
Wadomari	c241_1	i
Wan	c241_1	u
Yadon	c241_1	TONE_1
Yonaguni	c241_1	i
Yoro	c241_1	u
Yuwan	c241_1	TONE_1
Chabana	c242_1	b
Hentona	c242_1	b
Hirara	c242_1	b
Ie	c242_1	b
Iheya	c242_1	b
Ikema	c242_1	b
Isen	c242_1	b
Ishigaki	c242_1	b
Ishikawa	c242_1	b
Itoman	c242_1	b
Izena	c242_1	w
Kagoshima	c242_1	b
Kametsu	c242_1	b
Koniya	c242_1	b
Kudaka	c242_1	b
Kuji-Oohama	c242_1	b
Kuroshima	c242_1	b
Kyoto	c242_1	b
Matsubara	c242_1	b
Mugiya	c242_1	b
Nago	c242_1	b
Naze	c242_1	b
Ohama	c242_1	b
Ongachi	c242_1	b
Ou	c242_1	b
Oura	c242_1	b
Ritchou	c242_1	b
Sakimotobu	c242_1	b
San	c242_1	b
Sena	c242_1	b
Serikaku	c242_1	b
Shitooke	c242_1	b
Shuri	c242_1	b
Taketomi	c242_1	b
Tarama	c242_1	b
Tatsugo	c242_1	b
Uechi	c242_1	b
Uegusuku	c242_1	b
Wadomari	c242_1	b
Yonaguni	c242_1	b
Yuwan	c242_1	b
Chabana	c243_1	o_LG_
Hentona	c243_1	o_LG_
Hirara	c243_1	o_LG_
Ie	c243_1	o_LG_
Iheya	c243_1	o_LG_
Ikema	c243_1	a
Isen	c243_1	o_LG_
Ishigaki	c243_1	o_LG_
Ishikawa	c243_1	o_LG_
Itoman	c243_1	o_LG_
Izena	c243_1	o_LG_
Kagoshima	c243_1	o
Kametsu	c243_1	o_LG_
Koniya	c243_1	o_LG_
Kudaka	c243_1	o_LG_
Kuji-Oohama	c243_1	o_LG_
Kuroshima	c243_1	o_LG_
Kyoto	c243_1	o_LG_
Matsubara	c243_1	o_LG_
Mugiya	c243_1	o_LG_
Nago	c243_1	o_LG_
Naze	c243_1	o_LG_
Ohama	c243_1	o_LG_
Ongachi	c243_1	o_LG_
Ou	c243_1	o_LG_
Oura	c243_1	o_LG_
Ritchou	c243_1	o_LG_
Sakimotobu	c243_1	o_LG_
San	c243_1	o_LG_
Sena	c243_1	o_LG_
Serikaku	c243_1	o_LG_
Shitooke	c243_1	o_LG_
Shuri	c243_1	u
Taketomi	c243_1	o_LG_
Tarama	c243_1	a
Tatsugo	c243_1	o_LG_
Uechi	c243_1	o_LG_
Uegusuku	c243_1	o_LG_
Wadomari	c243_1	o_LG_
Yonaguni	c243_1	u_LG_
Yuwan	c243_1	o_LG_
Chabana	c244_1	ZERO
Hentona	c244_1	ZERO
Hirara	c244_1	ZERO
Ie	c244_1	ZERO
Iheya	c244_1	ZERO
Ikema	c244_1	u
Isen	c244_1	ZERO
Ishigaki	c244_1	ZERO
Ishikawa	c244_1	ZERO
Itoman	c244_1	ZERO
Izena	c244_1	ZERO
Kagoshima	c244_1	ZERO
Kametsu	c244_1	ZERO
Koniya	c244_1	ZERO
Kudaka	c244_1	ZERO
Kuji-Oohama	c244_1	ZERO
Kuroshima	c244_1	ZERO
Kyoto	c244_1	ZERO
Matsubara	c244_1	ZERO
Mugiya	c244_1	ZERO
Nago	c244_1	ZERO
Naze	c244_1	ZERO
Ohama	c244_1	ZERO
Ongachi	c244_1	ZERO
Ou	c244_1	ZERO
Oura	c244_1	ZERO
Ritchou	c244_1	ZERO
Sakimotobu	c244_1	ZERO
San	c244_1	ZERO
Sena	c244_1	ZERO
Serikaku	c244_1	ZERO
Shitooke	c244_1	ZERO
Shuri	c244_1	ZERO
Taketomi	c244_1	ZERO
Tarama	c244_1	u
Tatsugo	c244_1	ZERO
Uechi	c244_1	ZERO
Uegusuku	c244_1	ZERO
Wadomari	c244_1	ZERO
Yonaguni	c244_1	ZERO
Yuwan	c244_1	ZERO
Chabana	c245_1	ZERO
Hentona	c245_1	ZERO
Hirara	c245_1	ZERO
Ie	c245_1	ZERO
Kagoshima	c245_1	ZERO
Kuroshima	c245_1	ZERO
Ou	c245_1	n
Shuri	c245_1	n
Taketomi	c245_1	ZERO
Yonaguni	c245_1	ZERO
Chabana	c246_1	g
Hentona	c246_1	dZ
Hirara	c246_1	g
Ie	c246_1	dZ
Kagoshima	c246_1	g
Kuroshima	c246_1	g
Ou	c246_1	dZ
Shuri	c246_1	dZ
Taketomi	c246_1	g
Yonaguni	c246_1	g
Chabana	c247_1	r
Hentona	c247_1	r
Hirara	c247_1	!z
Ie	c247_1	r
Kagoshima	c247_1	r
Kuroshima	c247_1	r
Ou	c247_1	r
Shuri	c247_1	r
Taketomi	c247_1	r
Yonaguni	c247_1	r
Chabana	c248_2	u
Hateruma	c248_2	u
Hentona	c248_2	i
Hirara	c248_2	ZERO
Ie	c248_2	u
Iheya	c248_2	i
Ikema	c248_2	ZERO
Isen	c248_2	ZERO
Ishigaki	c248_2	u
Ishikawa	c248_2	i
Itoman	c248_2	i
Izena	c248_2	i
Kagoshima	c248_2	ZERO
Kametsu	c248_2	ZERO
Keraji	c248_2	u
Koniya	c248_2	u
Kudaka	c248_2	i
Kuji-Oohama	c248_2	u
Kuroshima	c248_2	u
Kushi	c248_2	ZERO
Kyoto	c248_2	ZERO
Matsubara	c248_2	u
Mugiya	c248_2	u
Nago	c248_2	i
Naze	c248_2	u
Ohama	c248_2	u
Ongachi	c248_2	u
Ou	c248_2	i
Oura	c248_2	ZERO
Ritchou	c248_2	u
Sakimotobu	c248_2	i
San	c248_2	u
Sani	c248_2	u
Sena	c248_2	u
Serikaku	c248_2	u
Shiomichi	c248_2	u
Shitooke	c248_2	u
Shuri	c248_2	i
Sonai	c248_2	u
Taketomi	c248_2	u
Tarama	c248_2	ZERO
Tatsugo	c248_2	u
Uechi	c248_2	ZERO
Uegusuku	c248_2	u
Wadomari	c248_2	u
Wan	c248_2	i
Yadon	c248_2	u
Yonaguni	c248_2	u
Yoro	c248_2	u
Yuwan	c248_2	i
Ishigaki	c249_1	!k
Oura	c249_1	g
Tarama	c249_1	g
Uechi	c249_1	g
Chabana	c24_2	r
Hateruma	c24_2	r
Hentona	c24_2	ZERO
Hirara	c24_2	r
Ie	c24_2	ZERO
Iheya	c24_2	r
Ikema	c24_2	r
Isen	c24_2	ZERO
Ishigaki	c24_2	r
Ishikawa	c24_2	ZERO
Itoman	c24_2	r
Izena	c24_2	ZERO
Kagoshima	c24_2	r
Kametsu	c24_2	ZERO
Keraji	c24_2	ZERO
Koniya	c24_2	ZERO
Kudaka	c24_2	ZERO
Kuji-Oohama	c24_2	r
Kuroshima	c24_2	r
Kushi	c24_2	r
Kyoto	c24_2	r
Matsubara	c24_2	r
Mugiya	c24_2	r
Nago	c24_2	i
Naze	c24_2	r
Ohama	c24_2	r
Ongachi	c24_2	r
Ou	c24_2	r
Oura	c24_2	r
Ritchou	c24_2	r
Sakimotobu	c24_2	r
San	c24_2	ZERO
Sani	c24_2	r
Sena	c24_2	r
Serikaku	c24_2	r
Shiomichi	c24_2	ZERO
Shitooke	c24_2	ZERO
Shuri	c24_2	r
Sonai	c24_2	r
Taketomi	c24_2	r
Tarama	c24_2	r
Tatsugo	c24_2	r
Uechi	c24_2	r
